ID,Call Failure,Complains,Charge Amount,Freq. of use,Freq. of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
1647,15,no,100,176,71,39,5,pre-paid,active,55,244.845,yes
1648,11,no,100,50,29,18,3,pre-paid,active,30,236.68,yes
1649,5,no,100,45,213,9,3,pre-paid,active,30,1034,yes
1650,6,yes,400,24,0,6,3,pre-paid,active,30,65.04,no
1651,11,no,50,71,4,18,2,pre-paid,active,25,231.57,yes
1652,3,no,100,5,6,5,2,pre-paid,not-active,25,55.26,yes
1653,13,no,200,60,358,25,2,pre-paid,active,25,1737.81,yes
1654,13,no,100,66,0,36,1,pre-paid,active,15,251.295,yes
1655,6,no,100,58,1,34,1,pre-paid,active,15,157.08,yes
1656,14,no,200,82,31,29,3,pre-paid,active,30,290.48,yes
1657,7,no,100,39,284,19,3,pre-paid,active,30,1244.16,yes
1658,16,no,100,121,143,44,3,pre-paid,active,30,953.64,yes
1659,10,no,100,169,0,45,3,pre-paid,active,30,569.88,yes
1660,10,no,400,83,1,26,3,pre-paid,active,30,200.12,yes
1661,9,no,100,95,6,13,2,pre-paid,active,25,311.31,yes
1662,12,no,100,54,7,18,3,pre-paid,not-active,30,131.88,yes
1663,28,no,200,225,53,33,3,pre-paid,active,30,838.8,yes
1664,7,no,100,27,482,9,3,pre-paid,active,30,2065.08,yes
1665,12,no,20,182,149,31,2,pre-paid,active,25,1389.24,yes
1666,6,no,200,86,185,27,3,pre-paid,active,30,1015.64,yes
1667,3,no,100,14,0,12,2,pre-paid,not-active,25,53.73,yes
1668,5,no,100,14,12,9,2,pre-paid,not-active,25,100.305,yes
1669,0,no,50,0,0,0,2,pre-paid,not-active,25,0,no
1670,6,no,400,127,383,44,2,pre-paid,active,25,2080.8,yes
1671,10,no,20,154,10,48,3,pre-paid,active,30,516.96,yes
1672,11,no,50,75,107,38,2,pre-paid,active,25,800.91,yes
1673,26,yes,200,47,15,18,2,pre-paid,not-active,25,126.315,no
1674,24,no,100,93,0,43,4,pre-paid,active,45,270.825,yes
1675,16,no,50,98,25,25,2,pre-paid,active,25,392.445,no
1676,4,no,200,22,0,15,3,pre-paid,active,30,126.68,yes
1677,12,yes,20,41,8,17,3,pre-paid,not-active,30,165.44,no
1678,12,no,100,44,33,32,3,pre-paid,not-active,30,236.68,no
1679,3,no,100,2,0,3,3,pre-paid,not-active,30,17.6,no
1680,4,no,400,25,0,7,3,pre-paid,active,30,79.92,yes
1681,6,no,50,97,13,23,4,pre-paid,active,45,212.175,yes
1682,3,no,100,7,8,5,4,pre-paid,not-active,45,43.5,no
1683,3,no,200,4,3,3,5,pre-paid,active,55,14.205,yes
1684,28,no,100,238,0,81,2,pre-paid,active,25,747.81,yes
1685,9,no,20,116,270,34,2,post-paid,active,25,1547.37,yes
1686,5,no,200,82,1,29,2,pre-paid,active,25,189.225,yes
1687,6,no,50,44,37,21,3,pre-paid,not-active,30,228.56,yes
1688,9,no,50,53,174,24,2,pre-paid,active,25,924.21,yes
1689,7,no,100,36,192,12,2,post-paid,active,25,938.52,yes
1690,7,no,400,39,29,69,4,pre-paid,active,45,120.3,yes
1691,14,no,20,25,9,8,2,pre-paid,not-active,25,86.85,yes
1692,3,no,50,10,20,4,4,pre-paid,not-active,45,78.5,yes
1693,13,no,200,32,18,14,2,pre-paid,active,25,151.29,yes
1694,5,no,100,61,7,24,3,pre-paid,active,30,171.64,yes
1695,5,no,50,26,27,15,2,pre-paid,active,25,212.67,yes
1696,19,no,100,141,84,43,1,post-paid,active,15,838.09,yes
1697,15,no,50,171,72,41,4,pre-paid,active,45,415.2,yes
1698,11,no,100,45,30,20,3,pre-paid,active,30,248.08,yes
1699,5,no,100,40,214,11,3,pre-paid,active,30,1045.4,yes
1700,6,no,400,19,0,8,3,pre-paid,active,30,72.44,no
1701,15,no,20,83,20,20,3,pre-paid,active,30,270.32,yes
1702,7,no,50,17,22,7,3,pre-paid,not-active,30,113.6,yes
1703,17,no,200,72,374,27,3,pre-paid,active,30,1609.2,yes
1704,17,no,100,78,16,38,1,pre-paid,active,15,339.955,yes
1705,10,no,50,70,17,36,2,pre-paid,active,25,201.06,yes
1706,18,no,100,94,47,31,3,pre-paid,active,30,354.96,yes
1707,11,no,100,51,300,21,4,pre-paid,active,45,817.9,yes
1708,20,no,100,133,159,46,3,pre-paid,active,30,1018.12,yes
1709,14,no,100,181,15,47,3,pre-paid,active,30,630.36,yes
1710,14,no,400,95,17,28,4,pre-paid,active,45,165.375,yes
1711,13,no,100,107,22,15,3,pre-paid,active,30,341.2,yes
1712,16,no,100,66,23,20,4,pre-paid,not-active,45,122.725,yes
1713,32,no,200,237,69,35,3,post-paid,active,30,903.28,yes
1714,11,no,100,39,498,11,4,pre-paid,active,45,1330.975,yes
1715,16,no,50,194,165,33,3,pre-paid,active,30,1299.36,yes
1716,10,no,100,98,201,29,4,pre-paid,active,45,675.075,yes
1717,7,no,100,26,15,14,3,pre-paid,not-active,30,108.24,yes
1718,9,no,100,26,28,11,3,pre-paid,not-active,30,153.64,yes
1719,7,no,100,12,15,3,3,pre-paid,not-active,30,72.68,no
1720,10,no,400,139,399,46,3,pre-paid,active,30,1914.08,yes
1721,14,no,100,166,26,50,4,pre-paid,active,45,363.4,yes
1722,15,no,50,87,123,40,3,pre-paid,active,30,776.4,yes
1723,30,yes,200,59,31,20,3,pre-paid,not-active,30,176.76,no
1724,28,no,100,105,16,45,5,post-paid,active,55,186.675,yes
1725,20,no,50,110,41,27,3,pre-paid,active,30,413.32,yes
1726,8,no,100,34,15,17,4,pre-paid,active,45,116.975,yes
1727,16,yes,100,53,24,19,3,pre-paid,not-active,30,229.92,no
1728,16,yes,100,56,49,34,4,pre-paid,not-active,45,188.225,no
1729,7,no,100,14,15,5,3,pre-paid,not-active,30,78.08,no
1730,8,no,400,37,15,9,4,pre-paid,active,45,87.75,yes
1731,10,no,20,109,29,25,5,pre-paid,active,55,151.485,yes
1732,7,no,100,19,24,7,4,pre-paid,not-active,45,83.8,no
1733,7,no,200,16,19,5,5,pre-paid,active,55,38.385,yes
1734,32,no,100,250,15,83,2,post-paid,active,25,815.85,yes
1735,13,no,50,128,286,36,3,post-paid,active,30,1439.92,yes
1736,9,no,100,94,17,31,3,pre-paid,active,30,232.68,yes
1737,10,no,50,56,53,23,4,pre-paid,not-active,45,183.15,yes
1738,13,no,100,65,190,26,3,pre-paid,active,30,886,yes
1739,11,no,100,48,208,14,3,post-paid,active,30,898.72,yes
1740,11,no,400,51,45,71,5,pre-paid,active,55,96.36,yes
1741,18,no,100,37,25,10,3,pre-paid,not-active,30,141.68,yes
1742,7,no,50,22,36,6,4,pre-paid,not-active,45,118.8,yes
1743,17,no,200,44,34,16,2,pre-paid,active,25,223.83,yes
1744,9,no,100,73,23,26,4,pre-paid,active,45,147.575,yes
1745,9,no,50,38,43,17,3,pre-paid,active,30,253.52,yes
1746,23,no,200,153,100,45,2,post-paid,active,25,758.25,yes
1747,19,no,50,183,88,43,5,pre-paid,active,55,273.3,yes
1748,15,no,100,57,46,22,4,pre-paid,active,45,195.35,yes
1749,9,no,50,52,230,13,3,pre-paid,active,30,1109.88,yes
1750,10,no,400,31,15,10,3,pre-paid,active,30,132.92,no
1751,19,no,20,88,37,19,3,pre-paid,active,30,366.92,yes
1752,11,no,100,22,22,6,3,pre-paid,not-active,30,142.2,yes
1753,21,no,200,77,374,26,3,pre-paid,active,30,1637.8,yes
1754,21,no,100,83,16,37,1,pre-paid,active,15,379.28,yes
1755,14,no,50,75,17,35,2,pre-paid,active,25,233.235,yes
1756,22,no,100,99,47,30,3,pre-paid,active,30,383.56,yes
1757,15,no,100,56,300,20,4,pre-paid,active,45,835.775,yes
1758,24,no,100,138,159,45,3,pre-paid,active,30,1046.72,yes
1759,18,no,100,186,15,46,3,pre-paid,active,30,658.96,yes
1760,18,no,400,100,17,27,4,pre-paid,active,45,183.25,yes
1761,17,no,50,112,22,14,3,pre-paid,active,30,369.8,yes
1762,20,no,100,71,23,19,4,pre-paid,not-active,45,140.6,yes
1763,36,no,200,242,69,34,3,post-paid,active,30,931.88,yes
1764,15,no,100,44,498,10,4,pre-paid,active,45,1348.85,yes
1765,20,no,100,199,165,32,2,pre-paid,active,25,1493.955,yes
1766,14,no,200,103,201,28,3,pre-paid,active,30,1108.72,yes
1767,11,no,100,31,15,13,2,pre-paid,not-active,25,153.945,yes
1768,13,no,100,31,28,10,3,pre-paid,not-active,30,182.24,yes
1769,11,no,50,17,15,2,3,pre-paid,not-active,30,101.28,no
1770,14,no,400,144,399,45,3,pre-paid,active,30,1942.68,yes
1771,18,no,100,171,26,49,4,pre-paid,active,45,381.275,yes
1772,19,no,50,92,123,39,2,pre-paid,active,25,905.625,yes
1773,34,yes,200,64,31,19,3,post-paid,not-active,30,205.36,no
1774,32,no,100,110,16,44,5,pre-paid,active,55,197.4,yes
1775,24,no,100,115,41,26,3,pre-paid,active,30,441.92,yes
1776,12,no,200,39,15,16,3,pre-paid,active,30,215.76,yes
1777,20,yes,100,58,24,18,3,pre-paid,not-active,30,258.52,no
1778,20,yes,100,61,49,33,4,pre-paid,not-active,45,206.1,no
1779,11,no,100,19,15,4,3,pre-paid,not-active,30,106.68,no
1780,12,no,400,42,15,8,4,pre-paid,active,45,105.625,yes
1781,14,no,100,114,29,24,5,pre-paid,active,55,162.21,yes
1782,11,no,50,24,24,6,4,pre-paid,not-active,45,101.675,no
1783,11,no,200,21,19,4,5,pre-paid,active,55,49.11,yes
1784,36,no,100,255,15,82,2,post-paid,active,25,848.025,yes
1785,17,no,20,133,286,35,3,post-paid,active,30,1468.52,yes
1786,13,no,200,99,17,30,3,pre-paid,active,30,261.28,yes
1787,14,no,100,61,53,22,4,pre-paid,not-active,45,201.025,yes
1788,17,no,100,70,190,25,2,pre-paid,active,25,1028.925,yes
1789,15,no,100,53,208,13,3,post-paid,active,30,927.32,yes
1790,15,no,400,56,45,70,5,pre-paid,active,55,107.085,yes
1791,22,yes,50,42,25,9,3,pre-paid,not-active,30,170.28,no
1792,11,no,50,27,36,5,4,pre-paid,not-active,45,136.675,yes
1793,21,no,200,49,34,15,2,pre-paid,active,25,256.005,yes
1794,13,no,100,78,23,25,3,pre-paid,active,30,264.72,yes
1795,13,no,20,43,43,16,3,pre-paid,active,30,282.12,yes
1796,27,no,200,158,100,44,2,post-paid,active,25,790.425,yes
1797,23,no,100,188,88,42,5,pre-paid,active,55,284.025,yes
1798,19,no,100,62,46,21,3,pre-paid,active,30,341.16,yes
1799,13,no,100,57,230,12,3,pre-paid,active,30,1138.48,yes
1800,14,yes,400,36,15,9,3,pre-paid,active,30,161.52,no
1801,7,no,20,66,0,19,3,pre-paid,active,30,161.24,yes
1802,0,no,100,0,0,0,3,pre-paid,not-active,30,0,yes
1803,9,no,200,55,341,26,3,pre-paid,active,30,1448.12,yes
1804,9,no,100,61,0,37,1,pre-paid,active,15,211.97,yes
1805,2,no,100,53,0,35,2,pre-paid,active,25,91.845,yes
1806,10,no,200,77,14,30,3,pre-paid,active,30,193.88,yes
1807,3,no,100,34,267,20,3,pre-paid,active,30,1147.56,yes
1808,12,no,100,116,126,45,3,pre-paid,active,30,857.04,yes
1809,6,no,100,164,0,46,3,pre-paid,active,30,541.28,yes
1810,6,no,400,78,0,27,3,pre-paid,active,30,167.52,yes
1811,5,no,100,90,0,14,3,pre-paid,active,30,224.12,yes
1812,8,no,100,49,0,19,3,pre-paid,not-active,30,75.28,yes
1813,24,no,200,220,36,34,3,pre-paid,active,30,742.2,yes
1814,3,no,100,22,465,10,3,pre-paid,active,30,1968.48,yes
1815,8,no,100,177,132,32,2,pre-paid,active,25,1280.565,yes
1816,2,no,100,81,168,28,3,pre-paid,active,30,919.04,yes
1817,0,no,50,9,0,13,2,pre-paid,not-active,25,21.555,yes
1818,1,no,100,9,0,10,3,pre-paid,not-active,30,12.56,yes
1819,0,no,100,0,0,0,2,pre-paid,not-active,25,0,no
1820,2,no,400,122,366,45,3,pre-paid,active,30,1753,yes
1821,6,no,100,149,0,49,4,pre-paid,active,45,280.225,yes
1822,7,no,50,70,90,39,2,pre-paid,active,25,692.235,yes
1823,22,no,200,42,0,19,3,pre-paid,not-active,30,23.68,no
1824,20,no,100,88,0,44,5,pre-paid,active,55,151.77,yes
1825,12,no,50,93,8,26,2,pre-paid,active,25,283.77,no
1826,0,no,100,17,0,16,3,pre-paid,active,30,98.08,yes
1827,8,yes,100,36,0,18,3,pre-paid,not-active,30,104.84,no
1828,8,no,100,39,16,33,3,pre-paid,not-active,30,140.08,no
1829,0,no,50,0,0,0,3,pre-paid,not-active,30,0,no
1830,0,no,400,20,0,8,4,pre-paid,active,45,32.075,yes
1831,2,no,50,92,0,24,5,pre-paid,active,55,97.08,yes
1832,0,no,50,2,0,6,4,pre-paid,not-active,45,5.625,no
1833,0,no,200,0,0,0,5,pre-paid,active,55,0,yes
1834,24,yes,100,233,0,82,2,pre-paid,active,25,715.635,yes
1835,5,no,100,111,253,35,2,post-paid,active,25,1438.695,yes
1836,1,no,200,77,0,30,3,pre-paid,active,30,135.6,yes
1837,2,no,50,39,20,22,3,pre-paid,not-active,30,131.96,yes
1838,5,no,100,48,157,25,2,pre-paid,active,25,815.535,yes
1839,3,no,100,31,175,13,2,post-paid,active,25,829.845,yes
1840,3,no,400,34,12,70,4,pre-paid,active,45,59.925,yes
1841,10,no,50,20,0,9,3,pre-paid,not-active,30,12.6,yes
1842,0,no,100,5,3,5,4,pre-paid,not-active,45,18.125,yes
1843,9,no,200,27,1,15,2,pre-paid,active,25,42.615,yes
1844,1,no,100,56,0,25,3,pre-paid,active,30,115.04,yes
1845,1,no,50,21,10,16,2,pre-paid,active,25,103.995,yes
1846,15,no,200,136,67,44,2,post-paid,active,25,577.035,yes
1847,11,no,50,166,55,42,5,pre-paid,active,55,212.895,yes
1848,7,no,100,40,13,21,3,pre-paid,active,30,151.48,yes
1849,1,no,50,35,197,12,3,pre-paid,active,30,948.8,yes
1850,2,yes,400,14,0,9,3,pre-paid,active,30,43.84,no
1851,13,no,50,77,12,19,3,pre-paid,active,30,238.08,yes
1852,5,no,100,11,14,6,3,pre-paid,not-active,30,81.36,yes
1853,15,no,200,66,366,26,3,pre-paid,active,30,1576.96,yes
1854,15,no,100,72,8,37,1,pre-paid,active,15,295.625,yes
1855,8,no,100,64,9,35,2,pre-paid,active,25,164.79,yes
1856,16,no,100,88,39,30,3,pre-paid,active,30,322.72,yes
1857,9,no,50,45,292,20,3,pre-paid,active,30,1276.4,yes
1858,18,no,100,127,151,45,3,pre-paid,active,30,985.88,yes
1859,12,no,100,175,7,46,3,pre-paid,active,30,598.12,yes
1860,12,no,400,89,9,27,3,pre-paid,active,30,232.36,yes
1861,11,no,50,101,14,14,3,pre-paid,active,30,308.96,yes
1862,14,no,100,60,15,19,3,pre-paid,not-active,30,164.12,yes
1863,30,no,200,231,61,34,3,pre-paid,active,30,871.04,yes
1864,9,no,100,33,490,10,3,pre-paid,active,30,2097.32,yes
1865,14,no,20,188,157,32,2,pre-paid,active,25,1425.51,yes
1866,8,no,100,92,193,28,3,pre-paid,active,30,1047.88,yes
1867,5,no,100,20,7,13,2,pre-paid,not-active,25,85.5,yes
1868,7,no,100,20,20,10,3,pre-paid,not-active,30,121.4,yes
1869,5,no,50,6,7,2,2,pre-paid,not-active,25,45.495,no
1870,8,no,400,133,391,45,3,pre-paid,active,30,1881.84,yes
1871,12,no,50,160,18,49,4,pre-paid,active,45,343.25,yes
1872,13,no,50,81,115,39,2,pre-paid,active,25,837.18,yes
1873,28,yes,200,53,23,19,3,pre-paid,not-active,30,144.52,no
1874,26,no,100,99,8,44,5,pre-paid,active,55,174.585,yes
1875,18,no,50,104,33,26,2,pre-paid,active,25,428.715,yes
1876,6,no,200,28,7,16,3,pre-paid,active,30,154.92,yes
1877,14,yes,50,47,16,18,3,pre-paid,not-active,30,197.68,no
1878,14,no,100,50,41,33,4,pre-paid,not-active,45,168.075,no
1879,5,no,100,8,7,4,3,pre-paid,not-active,30,45.84,no
1880,6,no,400,31,7,8,4,pre-paid,active,45,67.6,yes
1881,8,no,20,103,21,24,5,pre-paid,active,55,139.395,yes
1882,5,no,50,13,16,6,4,pre-paid,not-active,45,63.65,no
1883,5,no,200,10,11,4,5,pre-paid,active,55,26.295,yes
1884,30,no,100,244,7,82,2,post-paid,active,25,779.58,yes
1885,11,no,50,122,278,35,3,post-paid,active,30,1407.68,yes
1886,7,no,100,88,9,30,3,pre-paid,active,30,200.44,yes
1887,8,no,20,50,45,22,3,pre-paid,not-active,30,260.8,yes
1888,11,no,100,59,182,25,2,pre-paid,active,25,960.48,yes
1889,9,no,100,42,200,13,3,post-paid,active,30,866.48,yes
1890,9,no,400,45,37,70,5,pre-paid,active,55,84.27,yes
1891,16,no,100,31,17,9,3,pre-paid,not-active,30,109.44,yes
1892,5,no,50,16,28,5,4,pre-paid,not-active,45,98.65,yes
1893,15,no,200,38,26,15,2,pre-paid,active,25,187.56,yes
1894,7,no,100,67,15,25,3,pre-paid,active,30,203.88,yes
1895,7,no,20,32,35,16,3,pre-paid,active,30,221.28,yes
1896,21,no,100,147,92,44,2,post-paid,active,25,721.98,yes
1897,17,no,100,177,80,42,5,pre-paid,active,55,261.21,yes
1898,13,no,100,51,38,21,3,pre-paid,active,30,280.32,yes
1899,7,no,100,46,222,12,3,pre-paid,active,30,1077.64,yes
1900,8,yes,400,25,7,9,3,pre-paid,active,30,100.68,no
1901,13,no,50,77,12,19,3,pre-paid,active,30,238.08,yes
1902,5,no,50,11,14,6,3,pre-paid,not-active,30,81.36,yes
1903,15,no,200,66,366,26,3,pre-paid,active,30,1576.96,yes
1904,15,no,100,72,8,37,1,pre-paid,active,15,295.625,yes
1905,8,no,50,64,9,35,2,pre-paid,active,25,164.79,yes
1906,16,no,200,88,39,30,3,pre-paid,active,30,322.72,yes
1907,9,no,100,45,292,20,3,pre-paid,active,30,1276.4,yes
1908,18,no,100,127,151,45,3,pre-paid,active,30,985.88,yes
1909,12,no,100,175,7,46,3,pre-paid,active,30,598.12,yes
1910,12,no,400,89,9,27,3,pre-paid,active,30,232.36,yes
1911,11,no,50,101,14,14,3,pre-paid,active,30,308.96,yes
1912,14,no,100,60,15,19,3,pre-paid,not-active,30,164.12,yes
1913,30,no,200,231,61,34,3,post-paid,active,30,871.04,yes
1914,9,no,100,33,490,10,3,pre-paid,active,30,2097.32,yes
1915,14,no,20,188,157,32,2,pre-paid,active,25,1425.51,yes
1916,8,no,200,92,193,28,3,pre-paid,active,30,1047.88,yes
1917,5,no,50,20,7,13,2,pre-paid,not-active,25,85.5,yes
1918,7,no,100,20,20,10,3,pre-paid,not-active,30,121.4,yes
1919,5,no,100,6,7,2,2,pre-paid,not-active,25,45.495,no
1920,8,no,400,133,391,45,3,pre-paid,active,30,1881.84,yes
1921,12,no,50,160,18,49,4,pre-paid,active,45,343.25,yes
1922,13,no,100,81,115,39,2,pre-paid,active,25,837.18,yes
1923,28,yes,200,53,23,19,3,pre-paid,not-active,30,144.52,no
1924,26,no,100,99,8,44,5,post-paid,active,55,174.585,yes
1925,18,no,20,104,33,26,2,pre-paid,active,25,428.715,yes
1926,6,no,100,28,7,16,3,pre-paid,active,30,154.92,yes
1927,14,yes,50,47,16,18,3,pre-paid,not-active,30,197.68,no
1928,14,yes,100,50,41,33,4,pre-paid,not-active,45,168.075,no
1929,5,no,100,8,7,4,3,pre-paid,not-active,30,45.84,no
1930,6,no,400,31,7,8,4,pre-paid,active,45,67.6,yes
1931,8,no,50,103,21,24,5,pre-paid,active,55,139.395,yes
1932,5,yes,100,13,16,6,4,pre-paid,not-active,45,63.65,no
1933,5,no,200,10,11,4,5,pre-paid,active,55,26.295,yes
1934,30,no,100,244,7,82,2,post-paid,active,25,779.58,yes
1935,11,no,20,122,278,35,3,post-paid,active,30,1407.68,yes
1936,7,no,100,88,9,30,3,pre-paid,active,30,200.44,yes
1937,8,no,100,50,45,22,3,pre-paid,not-active,30,260.8,yes
1938,11,no,100,59,182,25,2,pre-paid,active,25,960.48,yes
1939,9,no,100,42,200,13,3,post-paid,active,30,866.48,yes
1940,9,no,400,45,37,70,5,pre-paid,active,55,84.27,yes
1941,16,no,20,31,17,9,3,pre-paid,not-active,30,109.44,yes
1942,5,no,50,16,28,5,4,pre-paid,not-active,45,98.65,yes
1943,15,no,200,38,26,15,2,pre-paid,active,25,187.56,yes
1944,7,no,100,67,15,25,3,pre-paid,active,30,203.88,yes
1945,7,no,20,32,35,16,3,pre-paid,active,30,221.28,yes
1946,21,no,200,147,92,44,2,post-paid,active,25,721.98,yes
1947,17,no,50,177,80,42,5,pre-paid,active,55,261.21,yes
1948,13,no,100,51,38,21,3,pre-paid,active,30,280.32,yes
1949,7,no,100,46,222,12,3,pre-paid,active,30,1077.64,yes
1950,8,yes,400,25,7,9,3,pre-paid,active,30,100.68,no
1951,8,no,100,71,5,17,3,pre-paid,active,30,197.64,yes
1952,0,no,100,5,7,4,2,pre-paid,not-active,25,46.035,yes
1953,10,no,200,60,359,24,3,pre-paid,active,30,1536.52,yes
1954,10,no,100,66,1,35,1,pre-paid,active,15,240.02,yes
1955,3,no,50,58,2,33,1,pre-paid,active,15,145.805,yes
1956,11,no,100,82,32,28,3,pre-paid,active,30,282.28,yes
1957,4,no,100,39,285,18,3,pre-paid,active,30,1235.96,yes
1958,13,no,100,121,144,43,3,pre-paid,active,30,945.44,yes
1959,7,no,100,169,0,44,3,pre-paid,active,30,557.68,yes
1960,7,no,400,83,2,25,3,pre-paid,active,30,191.92,yes
1961,6,no,50,95,7,12,3,pre-paid,active,30,268.52,yes
1962,9,no,100,54,8,17,3,pre-paid,not-active,30,123.68,yes
1963,25,no,200,225,54,32,3,pre-paid,active,30,830.6,yes
1964,4,no,100,27,483,8,3,pre-paid,active,30,2056.88,yes
1965,9,no,50,182,150,30,2,pre-paid,active,25,1380.015,yes
1966,3,no,200,86,186,26,3,pre-paid,active,30,1007.44,yes
1967,0,no,100,14,0,11,2,pre-paid,not-active,25,40.005,no
1968,2,no,100,14,13,8,3,pre-paid,not-active,30,80.96,yes
1969,0,no,50,0,0,0,2,pre-paid,not-active,25,0,no
1970,3,no,400,127,384,43,2,pre-paid,active,25,2071.575,yes
1971,7,no,100,154,11,47,4,pre-paid,active,45,317.975,yes
1972,8,no,100,75,108,37,2,pre-paid,active,25,791.685,yes
1973,23,yes,200,47,16,17,2,pre-paid,not-active,25,117.09,no
1974,21,yes,100,93,1,42,5,post-paid,active,55,159.42,yes
1975,13,yes,50,98,26,24,2,pre-paid,active,25,383.22,no
1976,1,no,200,22,0,14,3,pre-paid,active,30,114.48,yes
1977,9,no,100,41,9,16,3,pre-paid,not-active,30,157.24,no
1978,9,yes,100,44,34,31,3,pre-paid,not-active,30,228.48,no
1979,0,no,100,2,0,2,3,pre-paid,not-active,30,5.4,no
1980,1,no,400,25,0,6,3,pre-paid,active,30,67.72,yes
1981,3,no,50,97,14,22,5,pre-paid,active,55,124.23,yes
1982,0,yes,50,7,9,4,4,pre-paid,not-active,45,38.375,no
1983,0,no,200,4,4,2,5,pre-paid,active,55,11.13,yes
1984,25,no,100,238,0,80,2,post-paid,active,25,734.085,yes
1985,6,no,100,116,271,33,2,post-paid,active,25,1538.145,yes
1986,2,no,100,82,2,28,2,pre-paid,active,25,180,yes
1987,3,no,50,44,38,20,3,pre-paid,not-active,30,220.36,yes
1988,6,no,100,53,175,23,2,pre-paid,active,25,914.985,yes
1989,4,no,100,36,193,11,2,post-paid,active,25,929.295,yes
1990,4,no,400,39,30,68,4,pre-paid,active,45,115.175,yes
1991,11,no,50,25,10,7,2,pre-paid,not-active,25,77.625,yes
1992,0,no,50,10,21,3,4,pre-paid,not-active,45,73.375,no
1993,10,no,200,32,19,13,2,pre-paid,active,25,142.065,yes
1994,2,no,100,61,8,23,3,pre-paid,active,30,163.44,yes
1995,2,no,20,26,28,14,2,pre-paid,active,25,203.445,yes
1996,16,no,100,141,85,42,2,post-paid,active,25,676.53,yes
1997,12,no,50,171,73,40,4,pre-paid,active,45,410.1,yes
1998,8,no,100,45,31,19,3,post-paid,active,30,239.92,yes
1999,2,no,100,40,215,10,3,pre-paid,active,30,1037.2,yes
2000,3,no,400,19,0,7,3,pre-paid,active,30,60.28,no
2001,11,no,20,74,10,19,3,pre-paid,active,30,220.16,yes
2002,3,no,50,8,12,6,3,pre-paid,active,30,63.44,yes
2003,13,no,200,63,364,26,3,pre-paid,active,30,1559.04,yes
2004,13,no,100,69,6,37,1,pre-paid,active,15,270.985,yes
2005,6,no,50,61,7,35,2,pre-paid,active,25,144.63,yes
2006,14,no,100,85,37,30,3,post-paid,active,30,304.8,yes
2007,7,no,50,42,290,20,3,pre-paid,active,30,1258.48,yes
2008,16,no,100,124,149,45,3,pre-paid,active,30,967.96,yes
2009,10,no,50,172,5,46,3,pre-paid,active,30,580.2,yes
2010,10,no,400,86,7,27,3,pre-paid,active,30,214.44,yes
2011,9,no,20,98,12,14,3,pre-paid,active,30,291.04,yes
2012,12,no,100,57,13,19,3,pre-paid,active,30,146.2,yes
2013,28,no,200,228,59,34,3,pre-paid,active,30,853.12,yes
2014,7,no,100,30,488,10,3,pre-paid,active,30,2079.4,yes
2015,12,no,50,185,155,32,2,pre-paid,active,25,1405.35,yes
2016,6,no,100,89,191,28,3,pre-paid,active,30,1029.96,yes
2017,3,no,100,17,5,13,2,pre-paid,active,25,65.34,yes
2018,5,no,100,17,18,10,3,pre-paid,active,30,103.48,yes
2019,3,yes,100,3,5,2,2,pre-paid,active,25,25.335,no
2020,6,no,400,130,389,45,3,pre-paid,active,30,1863.92,yes
2021,10,no,50,157,16,49,4,post-paid,active,45,332.05,yes
2022,11,no,100,78,113,39,2,pre-paid,active,25,817.02,yes
2023,26,yes,200,50,21,19,3,pre-paid,active,30,126.6,no
2024,24,yes,100,96,6,44,5,post-paid,active,55,167.865,yes
2025,16,no,20,101,31,26,2,pre-paid,active,25,408.555,yes
2026,4,no,200,25,5,16,3,pre-paid,active,30,137,yes
2027,12,no,50,44,14,18,3,pre-paid,active,30,179.76,no
2028,12,yes,100,47,39,33,3,pre-paid,active,30,251,no
2029,3,no,100,5,5,4,3,pre-paid,active,30,27.92,no
2030,4,no,400,28,5,8,4,pre-paid,active,45,56.4,yes
2031,6,no,100,100,19,24,5,pre-paid,active,55,132.675,yes
2032,3,no,50,10,14,6,4,pre-paid,active,45,52.45,no
2033,3,no,200,7,9,4,5,pre-paid,active,55,19.575,yes
2034,28,no,100,241,5,82,2,pre-paid,active,25,759.42,yes
2035,9,yes,100,119,276,35,3,post-paid,active,30,1389.76,yes
2036,5,no,100,85,7,30,3,pre-paid,active,30,182.52,yes
2037,6,no,100,47,43,22,3,pre-paid,active,30,242.88,yes
2038,9,no,100,56,180,25,2,pre-paid,active,25,940.32,yes
2039,7,no,50,39,198,13,3,post-paid,active,30,848.56,yes
2040,7,no,400,42,35,70,4,pre-paid,active,45,129.25,yes
2041,14,no,50,28,15,9,3,pre-paid,active,30,91.52,yes
2042,3,no,50,13,26,5,4,pre-paid,active,45,87.45,yes
2043,13,no,200,35,24,15,2,pre-paid,active,25,167.4,yes
2044,5,no,100,64,13,25,3,pre-paid,active,30,185.96,yes
2045,5,no,50,29,33,16,2,pre-paid,active,25,228.78,yes
2046,19,no,200,144,90,44,2,post-paid,active,25,701.865,yes
2047,15,no,50,174,78,42,5,pre-paid,active,55,254.505,yes
2048,11,no,100,48,36,21,3,pre-paid,active,30,262.44,yes
2049,5,no,50,43,220,12,3,pre-paid,active,30,1059.72,yes
2050,6,yes,400,22,5,9,3,pre-paid,active,30,82.8,no
2051,5,no,50,68,0,15,2,pre-paid,active,25,197.01,yes
